"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V129.1"
"391";-1.3177892;-1.0574365;-1.3747157;-1.5389946;-1.1363667;-1.0179559;-1.1620933;-1.8041838;-1.374844;-1.2481298;-1.9646643;-1.4496362;-1.0903163;-1.1349725;-0.95841561;-1.1978859;-1.8318853;-0.98979941;-1.6245723;-1.2795464;-1.5123521;-1.2842896;-1.5169419;-0.9934826;-1.5474522;-0.91851965;-1.3140619;0.32312979;0.3572681;0.49276871;1.2034528;-0.45780128;0.8704957;0.80585352;1.2117121;0.20740758;0.89869929;0.61511408;0.55488765;1.0442777;0.29458274;0.0021662012;0.58884514;0.95636973;0.39220482;0.57889542;0.55710379;0.86914203;0.54863246;1.1010408;0.19335367;0.72567524;-0.042562899;0.54055387;-0.053933351;0.90442828;0.57175136;0.80640989;0.41914551;0.88789867;0.94875365;0.7146799;0.70695393;1.0045234;1.0306463;0.4408761;0.56816156;1.0514672;0.92691072;0.8741779;0.01052185;0.43798945;1.4789582;0.3655432;0.81689051;0.6978991;0.54990541;0.82452104;0.92946774;0.99964982;0.95330421;0.6685495;0.20986446;0.63215408;0.98213192;0.95784186;1.198153;0.59588209;0.35889553;0.55589916;0.63036065;1.0237364;0.68951461;0.72848206;0.37757221;0.2524663;0.39716343;0.84763382;1.0252539;0.57538416;0.77975929;0.62836857;1.1467467;0.48113056;0.78909783;0.72142126;1.1417983;1.0792307;0.54372667;0.57256871;0.22599759;0.64641759;-1.6375076;-1.254538;-1.5753568;-1.8014304;-1.9951316;-1.3034654;-1.1513443;-1.6097082;-1.559392;-1.8545852;-0.89481022;-0.73810257;-0.94257198;-1.204414;-0.8512751;-0.74903611;1
"900";-0.74715425;-0.58413104;-0.72119212;-0.69351794;-0.54656661;-1.1491989;-0.46266149;0.030752414;-0.034683926;-0.46040515;-0.53124122;-0.82283522;-0.63275614;-0.53629243;-0.24150066;-1.0223231;-1.2263202;-0.093626365;-0.38885015;0.10957974;0.24445701;-0.17624666;-0.47459259;-1.3153278;2.0598501;1.9172855;1.9523507;2.5004966;1.5245745;1.3209069;0.39493;3.1672168;1.7243454;2.5420271;1.2430497;1.614976;1.4887986;0.81742265;2.2421138;1.5870012;1.5794809;1.8633648;0.83368008;0.91903889;1.5162512;1.9544623;1.0743598;1.4658223;1.7098308;0.67691245;0.13434311;0.65419768;0.69356799;0.3851835;-0.56748518;0.67468119;0.55279303;0.95691849;1.1119743;0.87794865;0.27633984;0.30808206;0.026182128;-0.047102822;0.25605661;-0.4963044;-0.385573;0.34840823;-0.36263142;-0.52697165;0.3355041;-0.91625822;-0.44153243;-0.065307962;-1.1381261;0.48920914;-0.7926336;-0.1549296;-1.1710656;-0.33976785;-1.1248249;0.21270809;-0.32347415;-0.68186022;-0.78713866;-0.85867418;-0.34579662;-1.434117;-0.27028486;-1.1620974;-0.52555807;-0.50900146;-0.34161971;-0.50009376;-1.2802221;-0.71764098;-0.66413232;-0.70943986;-0.57800225;0.087714165;-0.99001995;-1.2367234;0.15345442;-0.37403281;-0.61436984;-0.082608645;-0.6317074;-0.12056747;-1.1019898;-0.6081281;-1.1250444;0.10484945;-0.86631846;-0.90216026;-0.15696659;-0.23426726;-0.56008171;-0.5357149;-0.21313081;-1.6794036;-0.83199346;-0.64275577;-0.24098021;-0.80790743;-0.79990384;0.1329164;-0.52008882;-1.8904136;3
"919";-0.44376217;-1.4887266;-1.0553179;-0.34319274;0.31506646;-0.82990071;0.38143321;0.26062012;-0.25205144;-0.59296222;-0.50685741;-0.91751723;0.31625754;-1.0665778;0.23886939;-1.1575899;-1.0453832;-0.96104424;-0.86022109;0.35884554;-0.037711486;-0.67367218;-0.025654085;-1.4150577;-0.25139948;-0.13684548;-1.4617755;-0.20156102;-0.53022731;2.6245075;2.5968123;2.3039561;3.2345528;2.7462115;0.83556141;1.7909232;1.4587464;2.6439417;0.83545487;2.4889389;1.0559432;0.83711842;1.5116192;0.80897937;1.5182431;0.88246024;1.4186066;1.3065245;0.99864422;0.2174321;1.1042936;1.9271711;0.51130473;0.92632944;0.53824403;-0.044639476;0.79020396;0.67008782;0.20387891;1.2729916;-0.10245121;1.2181973;0.50705958;-0.095870397;0.66163779;0.020169491;-0.8203297;-0.47446988;-1.2861186;0.459836;-0.091737317;0.74763824;-0.85350772;-1.3928664;-0.55121714;-0.38441273;-0.21998311;-0.24866082;-1.3983488;-0.83777141;0.00033343873;-0.28160396;-1.1775314;-1.0021761;-0.052420581;-0.955099;-0.54118467;0.066061469;-0.27819467;-0.080883569;0.15252166;-1.2511415;0.10367318;-1.1719201;-0.18539544;-0.13505555;-1.0395321;-0.5392902;-0.31471753;-0.78212185;-0.8075429;-0.48874474;-0.46519815;-0.053257273;0.19772173;-1.3332456;-0.2072312;-0.28218782;-0.81221743;0.17092741;-0.0180213;-0.59682062;-0.59493497;-1.2277957;-0.70225936;-1.1441255;-0.43432406;-0.39715348;-0.014650778;-0.19960835;-0.58623807;-0.96423717;-0.8298063;0.11440731;0.0059289008;-0.99596514;0.21641378;-0.57207457;3
"687";-0.61780344;-1.0321665;-1.5911191;-1.013034;-0.95148458;-0.38841777;-0.97957474;0.10779478;-0.4825469;-0.81130067;-1.0592134;-0.61884216;-0.37999591;-1.7302563;-0.77773323;-1.3046779;-0.82711712;-0.95744454;-0.63170949;-1.4118879;-0.33777633;0.01050896;-1.4213634;-0.66741284;-1.2750655;-1.2008164;-1.0266275;0.28166165;-0.85768953;-0.25733981;-0.39225798;-0.68277674;-0.25643469;-0.49536365;-0.75696102;-1.157467;-0.14556834;-0.84612195;-0.45546039;-0.62255838;-0.65627799;0.3181847;-0.59933323;0.30482088;-0.44528857;-0.012270581;-0.61871417;0.11758316;0.074659989;0.88773473;0.73485779;-0.13681959;0.46287468;0.12223359;-0.013973648;0.059138026;-0.0074334682;-0.074726744;-0.088242257;0.070108768;0.80005681;0.38440771;0.5312969;0.496878;0.87676885;1.5067561;0.86417733;0.27560267;0.14800265;0.59695355;0.74104997;0.22432476;0.55954128;1.0782875;-0.31529926;1.6656704;0.42376967;-0.098160447;0.97360771;0.25349826;1.0265011;1.3415456;0.89248703;1.7395003;1.0732094;1.0256907;1.1898311;2.0899451;1.2012188;0.61176003;0.44846868;1.0663821;1.7340134;1.8800823;1.5482839;1.6225413;2.0028865;1.8798493;1.3082839;1.4000404;1.9937054;1.1544035;1.8479642;1.5343778;1.5919572;1.9717623;-1.9077755;-0.63503075;-1.4421106;-1.4597121;-0.63799005;-0.40147474;-0.63637156;-0.83595614;-1.1430755;-0.70951011;-0.64919531;-1.841834;-1.3139222;-0.89980591;-1.8158826;-0.70693998;-0.66950048;-0.0086003856;-0.70363398;-0.59267737;-0.28390686;-0.34667;2
"554";-1.3763344;-1.8826361;-0.97680355;-0.91588015;-1.1676605;-1.0573551;-1.1302634;-1.5278339;-0.91617004;-1.4035757;-1.5070086;-1.1513707;-1.4059669;-1.404885;-1.2889127;-1.5236553;-1.4390567;-1.6129243;-0.89064169;-1.6297916;-1.1571109;-1.5378139;-1.7214744;-1.292127;-1.1280777;-2.0119417;-1.4504726;-1.3633093;-1.3715907;-0.61490228;0.37442987;0.8013408;1.3004148;0.43566141;0.76121338;1.0257396;1.120771;0.79591318;0.22735613;0.56768587;0.92756391;0.72914121;0.91689322;0.80696545;0.54920059;1.0051817;0.69266292;0.045164427;1.1613693;0.86613325;-0.21463431;0.49974036;0.75668744;0.37547124;0.46936784;0.17733873;0.34492893;0.83682121;0.8148464;0.24945081;0.29907842;0.95481334;0.92432474;1.1004577;0.59823519;0.89601781;0.8775409;0.31624052;0.46602346;0.51228723;0.9862684;0.86865982;0.68974134;0.62086836;1.0477736;1.1535553;0.40791766;0.028340517;1.1511608;0.79079134;0.28061335;0.91734161;0.47583067;0.82126454;0.14862761;0.30486557;0.82280893;0.1093601;0.83884113;0.28427639;0.98485449;0.57920009;0.20387829;0.54954422;0.16272062;1.0829864;0.88944172;0.45198342;0.70453861;0.60946101;0.80668331;0.86375925;0.91802239;0.610616;0.7183884;0.7320359;0.49873577;0.67587495;0.82607268;0.7771851;0.57788975;0.32831029;0.94464362;0.93907031;0.70423182;0.58017806;-1.6103636;-1.0171191;-1.0717507;-1.7796604;-1.7445856;-1.7401759;-0.94140941;-0.88285434;-1.5173754;-1.8653562;-1.0476749;-1.7591813;1
"819";-0.25987405;0.028395195;-0.52209939;-0.52141245;-1.2023601;0.094998513;0.30174365;-0.29959738;-0.51007807;0.14804283;-0.28684253;-0.86708777;-0.14125386;-0.43443083;-0.58554745;-0.73330374;-0.63428754;-0.90654306;-1.1157396;-0.080560152;3.3823539;2.6456629;2.3637029;2.1261343;1.6562442;1.1021024;2.5622123;2.4520844;0.98108965;1.0453533;1.6630703;1.7317266;1.803814;0.75654704;1.1349959;1.8730485;0.87740712;2.2492349;1.2986092;1.6879934;0.046409198;1.505514;0.30177524;1.1268621;0.5028341;1.180098;0.38572349;0.37987638;1.2104358;-0.20314801;1.5298806;0.47361004;0.77433888;1.0701256;0.3556087;0.5193033;-0.8372818;-0.56559195;0.46065688;0.94540353;0.078787174;-0.40816098;-0.29544801;-0.017286844;-0.21945102;-0.08731881;-1.2693278;-0.35635943;-0.5229919;-0.44320467;-0.17019053;-0.19968758;-1.4676636;-0.49565757;0.32462156;-0.7419468;-0.17503054;-0.51112754;-0.024348943;-0.71067143;-1.0999004;-0.53030339;0.093961594;-0.33143609;-0.81698082;-0.55564886;-0.44823073;0.28864517;-0.71696013;-1.4055796;-0.97627971;-0.7686734;-1.0637937;-1.8148319;-0.90456386;-0.27578419;-1.3669758;-1.0773636;-0.96806041;-0.20973154;-0.60109388;0.052821701;-0.87841364;-0.77186021;-0.45784943;-0.41427505;-0.55301442;-0.61948012;-0.73044974;-0.47653608;-0.56071514;-0.88109196;-0.65545858;-0.27964509;-0.91762295;0.27186691;0.14148086;-0.85329;-0.87857073;-0.30030259;-0.38947869;-0.73476483;-0.59048821;-0.73770955;-0.78397425;-1.0189184;0.066645017;-0.81483812;3
"85";-0.20397724;-0.34298741;-0.88583736;-0.0057812616;-1.4085067;-0.5928759;-1.0392861;-0.1513567;-0.12416355;-0.18139526;-0.32980307;-0.6458419;0.3051399;-0.49130268;-0.50267364;-0.76968358;-0.64172203;-0.4598598;-0.57452912;-0.65264157;-1.0314016;-0.7944657;1.0381759;-0.51109238;-0.43285752;-0.84182071;-0.37487901;-0.5849213;-0.98279087;-0.6994475;-0.068805987;-0.29986888;0.47095673;-0.36818372;0.49335208;-0.081961739;0.46892344;-0.64544864;0.77174057;-0.29721082;-0.52527855;0.60186726;0.032255504;0.50698507;1.1592655;0.31879833;1.6553736;0.7924395;0.16592622;1.8247148;1.0330094;0.35291823;0.61923827;0.89670507;-0.3257932;0.7393178;1.6035156;1.3488447;2.5103909;1.7604268;2.0733485;1.6397075;2.187572;1.7356622;1.1552695;1.8677574;1.7776792;2.1883505;1.8666421;2.577045;2.1856946;1.9579935;3.0426458;-0.39610398;-1.7422622;0.50708586;-0.57325609;-0.82560924;-0.51650582;-0.80176341;-0.45957588;-0.43715959;-0.24636257;-0.80633565;-0.58767465;-1.0670367;-0.53638261;0.50659889;-0.065150964;-0.53857819;-1.1240495;1.0637083;-0.48571049;-0.32339315;-0.44091352;-0.96657404;-0.75625923;-0.80870525;-0.3679446;-0.67113785;-1.2511201;-0.39032564;0.23207507;-0.88105612;-0.58706549;-0.67252735;0.70675566;-0.64668607;-0.78562558;-0.76781857;0.10154991;-1.2165284;0.22488167;-1.4159135;-0.74167681;-0.53854787;-0.78519475;-0.33461059;-0.98242906;-0.05738225;-0.29040818;-0.39338154;-0.7393608;-0.34438473;-0.22604057;-1.6390074;-0.5537674;-0.41254729;2
"508";-0.65389159;-0.72199052;-1.0057979;-0.58437158;-0.70493802;-0.73834444;-1.416799;-0.99876247;-1.2995315;-1.1087926;-1.1092064;-0.69142272;-0.94214469;-0.6779861;-0.89848954;-0.92476686;-1.7465195;-1.1994882;-0.29330589;-0.98346254;-1.1957439;0.82716064;0.34201622;1.1580274;0.69624003;0.93948599;1.3491914;1.4677726;0.39622378;1.5142242;1.3051328;0.59187966;0.079931694;1.0381003;0.53663484;1.1555531;0.48519172;0.65726033;1.0088207;0.76968821;0.95529209;0.97614163;1.1562311;1.8839852;1.0668718;1.1670207;-0.023466723;1.4588726;0.47858466;0.94048314;0.74532978;0.69539533;1.385903;1.1436757;1.2816219;0.77921922;1.5234925;0.45479674;0.84254751;0.80835661;0.73009841;0.70198904;1.6024271;1.133329;1.3166107;0.98794751;1.0106448;1.4759716;0.82862869;0.95367188;0.83062897;0.82046326;0.95792109;0.83830845;0.47921071;1.3548009;1.0616489;0.74183945;1.4053319;1.1106569;0.50599986;0.86569645;1.0755214;1.2940852;-1.1520665;-0.85453852;-1.4401923;-1.0225562;-0.81941105;-1.0176715;-0.98361585;-1.4207624;-0.24682385;-0.44547976;-1.3083526;-0.95577322;-1.0335092;-0.82835752;-0.84106721;-0.80683244;-1.2157091;-1.426597;-0.8248127;-0.8490431;-0.98933649;-0.46099995;-0.72141315;-1.3812224;-0.60707269;-0.67898997;-0.47405331;-1.0232488;-0.83438996;-1.161191;-0.57969181;-0.84363857;-1.2081264;-1.0695634;-0.88353491;-0.73899629;-1.1469302;-0.79291387;-1.0239967;-0.67659183;-0.71796491;-0.74974288;-0.8894335;-1.0803511;1
"89";-1.048797;-1.1145221;-0.530756;-1.4397729;-0.50465264;-1.0133807;-0.39253111;-0.68083401;0.32050076;-0.12514508;-0.63346236;-0.70272477;-1.495187;-0.26780647;-0.81882891;-0.9389497;-0.23776814;2.5344298;1.9585389;2.6403507;2.4198594;1.9777972;1.6444117;1.6820133;2.0405537;1.1864677;1.2193721;1.3841055;2.4509118;1.974431;1.6813799;1.6337959;2.5675643;1.1185262;0.64566543;1.8508826;1.4807541;-0.10012651;1.0166596;0.9323806;0.52764538;0.5623288;1.7118391;0.42907235;0.47653557;0.86489725;1.6430656;1.0767524;0.888492;0.6413201;0.070799684;0.044661417;0.35759322;0.069916199;0.38500049;-0.24533817;-0.68537628;-0.55062268;0.49990537;0.41258777;-0.184213;-0.54661247;0.25154174;-0.3347342;-0.43964027;-0.95887781;0.58017814;-0.35155057;-0.8409005;-0.57935338;-0.96598863;-0.45942982;-0.65419938;-1.3186751;-0.23477292;-0.5892373;0.030427779;-0.34970935;-1.0035726;0.27096424;-0.96422998;-0.72253894;-0.68889579;-0.1836297;-0.33544499;-0.24856621;-0.66530565;-0.52599529;-0.63794478;-1.0753016;-0.79126553;-1.5816699;-0.34151008;-1.5051057;-0.62522764;-0.62262857;-0.93693555;-0.47773188;-0.42290959;-0.90856261;-0.64234616;0.051688171;-0.16357023;-0.50457951;-1.5859447;-0.61831671;-0.25494129;-0.49188166;-0.84571059;-0.0064804092;-1.0830951;0.029871011;-0.20809892;-0.96777593;-0.749295;-0.203671;-0.55094858;-0.57377976;-0.75150389;-0.43320993;-0.091085134;-0.73853262;-0.85528245;-0.22518506;-0.49345347;0.50026737;-0.19276159;0.092196163;3
"366";-0.45948258;-1.2501451;-0.63112316;-0.86509365;-0.95738897;-1.081866;-0.73554379;-0.67349281;-0.84209416;-0.61902453;-0.77656079;-1.1803764;-0.51122879;-1.0497135;-0.5196212;-0.65778037;-0.85834887;-1.1570341;-0.79023361;-0.71799229;-1.0583483;-0.79205499;-0.42765195;-0.98471208;-0.99662795;1.2251256;1.2237165;0.65735141;1.2808765;1.2263214;0.90187092;0.91598436;1.1621289;1.396744;1.1976771;1.4896625;1.2071683;0.94544396;0.95778444;0.94641457;0.94704987;1.3266123;0.9227345;1.30022;1.6070273;1.1048745;1.0261726;1.5130782;1.4303137;1.0469732;0.97795387;0.97240149;1.0298368;1.068113;1.2117874;1.4604149;1.6687131;0.84422548;1.1756183;1.2561288;1.0064075;1.0874106;1.242374;1.2065263;1.5180363;1.2032207;1.2965154;1.1842153;1.2588654;1.6288758;1.4718843;1.0424136;0.34940137;1.0577273;1.5855073;0.6841607;1.1455856;-0.8186906;-0.48067019;-0.7507156;-0.53096279;-0.39710483;-1.2503676;-0.87235751;-1.1161325;-0.90413045;-0.64125393;-0.99363954;-0.39948032;-1.0223635;-0.41728124;-0.95684305;-0.49701576;-0.63059807;-0.41307055;-0.77894738;-0.70202747;-1.2655777;-1.051916;-1.190385;-1.0330895;-0.57907839;-0.38645798;-0.98663066;-0.59726171;-0.62292026;-0.52171352;-0.50812276;-1.0482169;-1.2204889;-0.77827717;-1.0855286;-0.59424644;-0.89562238;-0.87701613;-0.71824157;-0.72137021;-0.77258017;-0.9828689;-1.1751761;-0.93752835;-0.88699273;-0.54233532;-0.66522537;-0.97544036;-0.79748071;-0.30205922;-0.70660589;1
"490";-1.7363416;-1.3575631;-1.7088247;-1.9037818;-1.3543097;-1.8696469;-1.9442583;-1.6614769;-1.7669767;-1.3202502;-1.4999974;-2.139968;-1.7290537;-0.944413;-1.6710078;-1.0779333;-1.2204393;-1.2204832;-1.683993;-1.2402429;-1.7767121;-1.0443717;-1.2484222;-2.1766925;-1.6018157;0.47677314;0.25359732;0.36366992;0.54128586;0.66016066;0.29875854;0.48997345;6.744097e-05;0.7550276;0.38740946;0.946014;0.47177244;0.82691242;-0.17439656;0.4049134;0.93499492;0.17618919;0.46469317;0.23645336;1.0209388;0.72645116;0.64525055;0.11787357;0.11685287;0.091145591;0.73861663;0.82972384;0.67008163;0.54048164;0.81048994;0.85598352;0.39242583;0.88626597;1.1838064;0.52906628;0.41436366;0.55473074;0.42196825;0.21208731;0.71680984;0.73657929;1.3324033;0.15497894;0.33157911;0.091286588;0.38004466;0.36961207;1.0283627;0.51030403;-0.0083819066;0.76692076;0.87355152;0.8471765;0.95065798;0.52501807;0.52205658;0.94618823;0.90697132;0.49669402;0.46763216;0.99486607;1.1548506;0.72163403;1.1179367;0.95597204;0.28082967;0.93582143;0.088898059;0.23004258;1.1224756;0.44016685;0.60480595;0.82090264;0.68270031;0.45226826;0.51756342;0.38884648;0.72410756;-0.25706101;0.66763462;0.79936011;1.2157448;0.89484377;-0.052826051;1.1548552;-0.044507098;0.96696546;0.54327192;-0.023608988;0.77640256;0.72938434;0.043901887;0.27627249;-1.6988386;-1.4161055;-0.74624606;-1.9986504;-0.82509124;-1.4167318;-0.95749266;-1.8217321;-1.713487;-1.6512909;1
"563";-1.0214931;-0.93205917;-0.61032202;-0.70499928;-1.3237939;-0.45859794;-0.907053;-0.77754577;-1.2318106;-1.0380675;-1.179188;-0.77955354;-1.330439;-1.3332705;-0.71931779;-0.57208537;-0.47484019;-0.53654168;-0.5439179;-0.59504582;-0.33013764;-0.70231225;-0.76839584;-0.94291357;-0.99478729;-0.61994356;-0.86507018;-1.3642511;-1.3941622;-1.661467;-1.0910636;-0.91037412;-0.64460418;-0.63899167;-1.4102261;-1.0499137;-0.87595191;-1.0414772;-0.95971824;-0.25071569;-0.64099321;-0.2200514;0.051903836;-0.34755605;-0.41374889;-1.0142606;-0.43304052;-1.1665664;0.37581179;-0.58295986;0.13227895;-0.52791212;-0.58666335;-0.24501402;-0.53399673;-0.22802773;-0.46847547;-0.1387925;0.17671831;0.25009434;-0.30521686;-0.058445541;-0.37775234;0.30990473;0.63889923;0.55569133;0.27615995;-0.44232918;0.82361552;0.79814839;0.57273355;1.109175;0.43427697;-0.11280628;0.28685052;0.95957879;0.57808079;-0.022093789;0.16992752;0.31991027;1.2620037;0.32605183;0.7489425;0.46910657;0.9824293;1.1831511;1.3177554;0.71308265;0.92780808;1.7253468;0.7241595;0.44529151;1.5486046;0.47341874;0.99924606;1.4651849;1.2844717;0.97324024;1.6335244;1.073666;2.4224926;1.4251189;1.5347636;1.5805977;1.1161618;2.064815;1.5337154;1.0233319;1.4382574;1.1792419;1.8261443;1.4838556;1.5046895;0.8838429;1.500273;2.1897514;1.898972;-0.76518332;-0.80409555;-1.1120383;-0.98039736;-0.85209642;-0.81463829;-1.3071539;-0.97836017;-1.2526558;-1.2453982;-1.1371312;2
"174";-0.28804625;-1.3595878;-0.6911794;-1.7653706;-0.8529757;-1.2552109;-0.62629645;-1.49851;-0.29323663;-1.461381;-0.94544724;-0.74645277;-0.73356941;-1.5769741;-1.0205689;-1.0535574;-0.77403304;-0.51673404;-0.53632163;0.009032385;-0.59574399;-1.5605833;-1.0561378;-1.6730655;-0.74757438;-0.7246239;-1.4903906;-0.58578518;-0.50948483;-1.2214794;1.584485;1.6959559;2.1622292;1.8091769;1.5339839;2.0194226;1.3531565;1.1558551;1.3745206;1.83819;1.226599;0.76403936;1.1203497;1.3689343;0.76115847;1.883711;1.0983612;1.0789397;1.5167518;1.0531718;0.99208248;1.3684793;1.2895778;1.2553941;0.71204307;1.2034073;1.0732444;1.1467595;1.3248927;0.926843;0.91484959;-0.21787056;1.3314241;0.53149176;1.4517768;0.84784933;0.36944024;0.82739795;0.51347588;0.69492536;0.31400932;0.73914435;0.64075443;0.95758492;0.62684614;-0.25553827;0.37584624;0.51341424;-0.22878606;0.21635785;0.530275;0.26025046;-0.27280653;0.30825132;-0.019659812;0.4053656;0.19234689;0.069509069;0.16123942;-0.23493432;-0.060510519;-0.44522782;-0.36223851;-0.49995669;-0.11546069;0.19693593;-0.18744828;-0.21335157;-0.58997162;-0.17449022;-0.95551191;-0.6682349;-0.7800938;-0.67606529;-0.25180155;-1.6855957;-0.52946684;-1.0885577;0.34853678;-0.90605438;-0.19738955;-1.3279621;-0.42341623;-0.54969285;-1.3537269;-1.3900013;0.065335746;-1.8920228;-0.43212256;-0.48742143;0.23949843;-0.54011578;-1.4837949;-0.89632516;-1.532845;-0.99729437;-1.1351159;-0.12567855;3
"193";-0.71113194;0.11703522;-1.0654346;-1.3020712;-1.5060024;-0.88409232;-1.5512456;-0.26641745;-0.81700338;-1.9518721;-1.4887752;-2.0150357;-1.0588739;-1.2786036;-0.62047361;-0.51073545;-0.093722689;-0.19469236;-0.77339834;-0.79535227;-0.80972491;-1.0039153;-0.86755362;-0.10056699;-1.616872;-0.43303801;-0.50651712;-0.27945357;-0.34810326;-0.99824707;-1.0496865;-0.83849131;-0.79212185;-1.4732738;-0.30847159;-0.76973774;-1.0948024;-0.13938867;-0.40712079;-0.31985681;-1.0725859;-0.87039827;0.40986332;-0.35430256;-0.27789342;0.51171108;-1.1055516;-0.33345208;-0.015331568;0.1694586;0.71864553;0.00011728382;-0.52553109;-0.14911179;0.10194174;-0.27797913;0.09339548;-0.022109742;0.25234014;1.224264;0.94496906;-0.55715334;0.66080127;0.37772145;0.63848993;0.93291786;-0.24230169;0.57370901;-0.11485083;-0.4018583;1.0073665;0.57123015;0.013154669;0.36749134;0.8029028;0.62526018;0.47680407;0.70034342;0.42949798;1.5734767;1.7222041;0.70780115;0.83518746;0.47991675;0.57882516;1.0635599;0.93441045;1.6843024;0.54473909;1.4877434;0.63989638;1.0823166;1.1996934;0.80405411;1.5492351;1.6035852;1.2728707;1.2779227;1.8474124;1.878318;0.75399743;1.4713127;1.8465491;1.8099419;1.9999828;1.3314721;1.4346475;1.3815519;0.88576352;2.2412587;1.2747504;-0.10454398;-1.1253973;-1.0458465;-0.046938864;-1.1952659;-1.4868834;-0.69726739;-0.77419918;-0.3858332;-1.6782906;-0.65066785;-0.95790389;-1.3749117;-1.1211156;-0.83634711;-0.59264386;-0.48378627;2
"124";-0.71580112;-0.71877764;0.099002581;-0.62078875;-1.1680571;-1.1771399;-0.49280748;-0.93348748;-0.27777681;-1.2789393;-0.47345409;-0.95890264;-1.3038645;-0.72574494;-1.2841027;-0.18155661;-0.5264097;0.075229157;-1.0298782;-0.041065073;-0.24478933;-0.88466681;0.0026846544;-0.64515669;-0.80703886;-0.96619644;-0.17900075;-0.44788468;-0.20199834;0.058695475;-0.11001271;-0.21601724;-0.01128184;-0.49071016;0.48390422;-0.87265251;0.25180365;0.58588357;0.68716469;0.031695161;0.58440477;-0.88709446;0.2139586;0.064947398;-0.21318073;0.3517031;-0.32166715;1.2425931;1.0355958;-0.038896619;-0.084353484;-0.14145095;1.338392;-0.047731023;0.3137013;1.3399495;0.52582484;0.98262224;1.6454819;0.53645147;0.45020701;1.1303284;0.31819213;0.57609664;0.41388788;1.0418154;1.1961678;1.2193316;1.0077995;1.7452511;1.5819127;0.9998253;1.1664239;0.97600458;0.7420891;1.0487566;0.33301676;1.4527521;0.46238397;1.2923192;1.3694606;1.0226747;1.9318221;1.2771754;2.0443116;2.2184382;1.7151413;1.6874317;1.6003072;1.6046843;2.5014563;2.1181138;-0.77841889;-0.95393717;-0.26723915;-0.50417468;-0.58113702;-0.055968033;-0.71143873;-1.0320657;-1.4239012;0.014573672;-0.78957863;-0.60820351;-0.73986534;-1.6566932;-0.41619929;-1.1621168;-1.213786;-0.78857043;-0.60167894;-0.6689043;-1.3882145;-0.22291955;-1.3851688;-1.4790967;-1.8074495;-0.49093784;-0.58848803;-0.77845312;-1.2655215;-0.82392206;-0.15625202;-2.02261;-1.2455341;-0.36826439;-1.4311726;-0.58362518;2
"81";-1.0749246;-1.1236958;-0.83154933;-0.82024968;-0.5146404;-0.80587883;-1.2638163;-1.8129115;-0.75424648;-0.51685556;-1.575134;-1.117113;-0.93910328;-1.1059834;-1.3391573;-1.1733043;-0.95936507;-0.92849498;-1.1761341;-1.0497209;-0.95612688;1.5219364;1.4522693;0.65123199;1.0580281;2.0940928;2.3002389;1.2050682;2.2799763;1.7372256;1.967386;0.2366753;1.5575409;0.89171639;2.2135427;1.5165635;1.7531359;1.4526855;1.0372163;0.88311795;1.2438906;1.0222523;1.4347356;1.2784629;0.81332921;1.002985;1.0302948;1.2303882;0.9465317;0.68229166;0.64733771;0.61695924;1.0072047;1.1364367;0.73612864;0.42003926;-0.097590448;-0.061640545;0.95192738;0.74925869;-0.19328799;0.7556643;0.40230923;-0.19434259;0.320132;0.48250003;0.31758743;0.81816827;0.58007117;0.55485984;1.2302274;-0.21765015;0.16648667;0.22141772;-0.058818555;0.54630987;-0.4051764;0.25069106;0.36774806;0.5851124;-0.62478859;0.89639289;-0.16149117;0.23942654;-1.1027174;-0.34140384;-0.95951047;-0.45233471;-0.40497818;-0.97440547;0.42877691;-0.076215266;-0.50580866;0.36251993;-0.19890941;0.40890505;-0.55278015;-0.56950767;-0.23374658;-1.0941679;-0.61828696;0.018408334;-0.8395271;-0.3324443;-1.0444444;-0.40410631;-0.92738131;-0.74285365;-0.45396546;-1.0569025;-0.76777299;-0.52946581;-0.12802545;-1.7986748;-1.1667363;-0.5456456;-1.0780375;-0.35651744;-0.51001319;-0.98756902;-0.87563355;-0.66697331;-1.6582726;-1.8764445;-0.86671207;-0.80927201;-0.6111652;-1.7412967;3
